,start_date,end_date,pollster,sponsor,sample_size,population,party,subject,tracking,text,approve,disapprove,url,Unnamed: 0,Pollster Rating ID,# of Polls,NCPP / AAPOR / Roper,Live Caller With Cellphones,Methodology,Banned by 538,Unnamed: 8,Predictive    Plus-Minus,538 Grade,Mean-Reverted Bias,Unnamed: 12,Races Called Correctly,Misses Outside MOE,Simple Average Error,Simple Expected Error,Simple Plus-Minus,Unnamed: 18,Advanced Plus-Minus,Mean-Reverted Advanced Plus Minus,Unnamed: 21,# of Polls for Bias Analysis,Bias,House Effect,Unnamed: 25,Average Distance from Polling Average (ADPA),Herding Penalty,Latest Poll,Unnamed: 29
0,2020-02-02,2020-02-04,YouGov,Economist,1500.0,a,all,Trump,False,Do you approve or disapprove of Donald Trump’s handling of the coronavirus outbreak?,42.0,29.0,https://d25d2506sfb94s.cloudfront.net/cumulus_uploads/document/73jqd6u5mv/econTabReport.pdf,100,391,416,no,no,Online,no,,0.261400535401336,B,0.364835623814493,,0.884615384615384,0.302884615384615,4.91306968835684,5.15906960240651,-0.0586029323379307,,-0.237535095730844,-0.221867797546557,,357,0.398408050964526,0.248497442250706,,4.5825802803422,0.0,2020-03-07,
1,2020-02-02,2020-02-04,YouGov,Economist,376.0,a,R,Trump,False,Do you approve or disapprove of Donald Trump’s handling of the coronavirus outbreak?,75.0,6.0,https://d25d2506sfb94s.cloudfront.net/cumulus_uploads/document/73jqd6u5mv/econTabReport.pdf,100,391,416,no,no,Online,no,,0.261400535401336,B,0.364835623814493,,0.884615384615384,0.302884615384615,4.91306968835684,5.15906960240651,-0.0586029323379307,,-0.237535095730844,-0.221867797546557,,357,0.398408050964526,0.248497442250706,,4.5825802803422,0.0,2020-03-07,
2,2020-02-02,2020-02-04,YouGov,Economist,523.0,a,D,Trump,False,Do you approve or disapprove of Donald Trump’s handling of the coronavirus outbreak?,21.0,51.0,https://d25d2506sfb94s.cloudfront.net/cumulus_uploads/document/73jqd6u5mv/econTabReport.pdf,100,391,416,no,no,Online,no,,0.261400535401336,B,0.364835623814493,,0.884615384615384,0.302884615384615,4.91306968835684,5.15906960240651,-0.0586029323379307,,-0.237535095730844,-0.221867797546557,,357,0.398408050964526,0.248497442250706,,4.5825802803422,0.0,2020-03-07,
3,2020-02-02,2020-02-04,YouGov,Economist,599.0,a,I,Trump,False,Do you approve or disapprove of Donald Trump’s handling of the coronavirus outbreak?,39.0,25.0,https://d25d2506sfb94s.cloudfront.net/cumulus_uploads/document/73jqd6u5mv/econTabReport.pdf,100,391,416,no,no,Online,no,,0.261400535401336,B,0.364835623814493,,0.884615384615384,0.302884615384615,4.91306968835684,5.15906960240651,-0.0586029323379307,,-0.237535095730844,-0.221867797546557,,357,0.398408050964526,0.248497442250706,,4.5825802803422,0.0,2020-03-07,
4,2020-02-09,2020-02-11,YouGov,Economist,1500.0,a,all,Trump,False,Do you approve or disapprove of Donald Trump’s handling of the coronavirus outbreak?,39.0,28.0,https://d25d2506sfb94s.cloudfront.net/cumulus_uploads/document/79zfxkws33/econTabReport.pdf,100,391,416,no,no,Online,no,,0.261400535401336,B,0.364835623814493,,0.884615384615384,0.302884615384615,4.91306968835684,5.15906960240651,-0.0586029323379307,,-0.237535095730844,-0.221867797546557,,357,0.398408050964526,0.248497442250706,,4.5825802803422,0.0,2020-03-07,
5,2020-02-09,2020-02-11,YouGov,Economist,378.0,a,R,Trump,False,Do you approve or disapprove of Donald Trump’s handling of the coronavirus outbreak?,74.0,7.0,https://d25d2506sfb94s.cloudfront.net/cumulus_uploads/document/79zfxkws33/econTabReport.pdf,100,391,416,no,no,Online,no,,0.261400535401336,B,0.364835623814493,,0.884615384615384,0.302884615384615,4.91306968835684,5.15906960240651,-0.0586029323379307,,-0.237535095730844,-0.221867797546557,,357,0.398408050964526,0.248497442250706,,4.5825802803422,0.0,2020-03-07,
6,2020-02-09,2020-02-11,YouGov,Economist,510.0,a,D,Trump,False,Do you approve or disapprove of Donald Trump’s handling of the coronavirus outbreak?,19.0,50.0,https://d25d2506sfb94s.cloudfront.net/cumulus_uploads/document/79zfxkws33/econTabReport.pdf,100,391,416,no,no,Online,no,,0.261400535401336,B,0.364835623814493,,0.884615384615384,0.302884615384615,4.91306968835684,5.15906960240651,-0.0586029323379307,,-0.237535095730844,-0.221867797546557,,357,0.398408050964526,0.248497442250706,,4.5825802803422,0.0,2020-03-07,
7,2020-02-09,2020-02-11,YouGov,Economist,607.0,a,I,Trump,False,Do you approve or disapprove of Donald Trump’s handling of the coronavirus outbreak?,33.0,25.0,https://d25d2506sfb94s.cloudfront.net/cumulus_uploads/document/79zfxkws33/econTabReport.pdf,100,391,416,no,no,Online,no,,0.261400535401336,B,0.364835623814493,,0.884615384615384,0.302884615384615,4.91306968835684,5.15906960240651,-0.0586029323379307,,-0.237535095730844,-0.221867797546557,,357,0.398408050964526,0.248497442250706,,4.5825802803422,0.0,2020-03-07,
8,2020-02-16,2020-02-18,YouGov,Economist,1500.0,a,all,Trump,False,Do you approve or disapprove of Donald Trump’s handling of the coronavirus outbreak?,39.0,32.0,https://d25d2506sfb94s.cloudfront.net/cumulus_uploads/document/m3wzkd0n59/econTabReport.pdf,100,391,416,no,no,Online,no,,0.261400535401336,B,0.364835623814493,,0.884615384615384,0.302884615384615,4.91306968835684,5.15906960240651,-0.0586029323379307,,-0.237535095730844,-0.221867797546557,,357,0.398408050964526,0.248497442250706,,4.5825802803422,0.0,2020-03-07,
9,2020-02-16,2020-02-18,YouGov,Economist,381.0,a,R,Trump,False,Do you approve or disapprove of Donald Trump’s handling of the coronavirus outbreak?,78.0,8.0,https://d25d2506sfb94s.cloudfront.net/cumulus_uploads/document/m3wzkd0n59/econTabReport.pdf,100,391,416,no,no,Online,no,,0.261400535401336,B,0.364835623814493,,0.884615384615384,0.302884615384615,4.91306968835684,5.15906960240651,-0.0586029323379307,,-0.237535095730844,-0.221867797546557,,357,0.398408050964526,0.248497442250706,,4.5825802803422,0.0,2020-03-07,
10,2020-02-16,2020-02-18,YouGov,Economist,529.0,a,D,Trump,False,Do you approve or disapprove of Donald Trump’s handling of the coronavirus outbreak?,11.0,59.0,https://d25d2506sfb94s.cloudfront.net/cumulus_uploads/document/m3wzkd0n59/econTabReport.pdf,100,391,416,no,no,Online,no,,0.261400535401336,B,0.364835623814493,,0.884615384615384,0.302884615384615,4.91306968835684,5.15906960240651,-0.0586029323379307,,-0.237535095730844,-0.221867797546557,,357,0.398408050964526,0.248497442250706,,4.5825802803422,0.0,2020-03-07,
